结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,解析时间,连接时间,首字节时间,首屏打开时间,下载时间,页面加载时间,总时间,吞吐率,综合质量,解析成功率,连接成功率,首页加载成功率,加载比例,成功率,结果 IP 地址,结果国家名称,结果省名称,结果归属地,下载大小,内容大小,返回码,附加项,元素数量
2013-02-27 17:09:21.850387,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,autohome.com.cn,autohome.com.cn,广东铁通TOPn网站,0.27,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,219.148.35.250,中国,河北, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:09:24.821718,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,广州网,www.020.com,网页类,0.42,3.67,158.94,183.19,11938.10,12128.07,12222.74,85.56,54.2,100.00,100.00,100.00,100.00,100.00,120.31.61.171,中国,广东, 铁通,1021.5,1501.3,200,50,72
2013-02-27 17:09:26.790576,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,gtags.net,gtags.net,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:09:29.329756,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,广州网,www.020.com,网页类,0.26,3.77,159.29,183.48,11985.37,12142.14,12318.54,85.23,54.1,100.00,100.00,100.00,100.00,100.00,120.31.61.171,中国,广东, 铁通,1021.5,1501.3,200,50,72
2013-02-27 17:09:32.759296,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,环球网,www.huanqiu.com,网页类,0.50,73.30,72.95,440.54,3752.94,5097.46,5619.22,74.46,59.4,100.00,100.00,100.00,100.00,100.00,113.31.42.20,中国,北京, 其它运营商,279.5,265.7,200,36,36
2013-02-27 17:09:35.245344,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,miercn.com,miercn.com,广东铁通TOPn网站,0.52,42.18,3122.48,3406.76,19828.04,32574.59,36213.30,51.99,32.6,100.00,100.00,100.00,100.00,0.00,59.57.13.196,中国,福建, 电信,1030.9,1569.2,301,50,111
2013-02-27 17:09:35.769974,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,mapbar.com,mapbar.com,广东铁通TOPn网站,0.50,30.03,30.16,290.67,2429.02,3045.98,3586.58,121.31,75.7,100.00,100.00,100.00,100.00,100.00,211.157.24.135,中国,北京, 联通,294.7,287.9,301,20,20
2013-02-27 17:09:35.858170,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,qire123.com,qire123.com,广东铁通TOPn网站,0.26,33.53,34.48,227.02,6560.88,8957.56,9957.97,88.63,64.0,100.00,100.00,100.00,100.00,100.00,222.76.213.74,中国,福建, 电信,581.5,550.5,301,50,91
2013-02-27 17:09:36.885239,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,黑龙江联通,www.hl.cnc.cn,网页类,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,221.212.213.106,中国,黑龙江, 联通,NULL,NULL,NULL,1,1
2013-02-27 17:09:41.079800,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,xcy8.com,xcy8.com,广东铁通TOPn网站,0.26,8.51,15.69,41.15,1134.91,1655.90,1730.32,488.04,91.9,100.00,100.00,100.00,100.00,100.00,121.10.173.39,中国,广东, 电信,553.9,544.0,200,43,43
2013-02-27 17:09:43.855381,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,小说阅读网,www.readnovel.com,网页类,0.51,40.67,40.63,163.42,4822.07,5944.87,6222.30,64.62,60.0,100.00,100.00,100.00,100.00,100.00,60.210.23.65,中国,山东, 联通,311.6,302.3,200,27,27
2013-02-27 17:09:44.286757,广东铁通6-gxyn01(dx)电信出口,222.50.124.22,NULL,新浪,www.sina.com.cn,网页类,0.40,9034.83,35.18,9252.52,7277.95,36711.08,37858.73,80.69,40.4,100.00,100.00,100.00,100.00,0.00,211.98.132.66,中国,北京, 铁通,587.2,555.2,200,50,93
2013-02-27 17:09:47.893683,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,cbsi.com.cn,cbsi.com.cn,广东铁通TOPn网站,0.26,4.20,105.44,109.91,105.44,109.91,109.91,4.24,62.6,100.00,100.00,100.00,100.00,100.00,118.67.124.252,中国,北京, 其它运营商,0.4,0.3,200,1,1
2013-02-27 17:09:49.697281,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,pplive.com,pplive.com,广东铁通TOPn网站,0.27,29.86,30.44,3711.18,4850.56,5186.25,5249.60,102.04,66.6,100.00,93.33,100.00,93.33,100.00,59.151.34.25,中国,北京, 其它运营商,494.9,489.3,301,15,15
2013-02-27 17:09:52.430131,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,ijinshan.com,ijinshan.com,广东铁通TOPn网站,0.51,52.80,51.51,257.24,165.65,257.22,257.24,64.01,68.6,100.00,7.14,100.00,7.14,0.00,114.112.68.197,中国,江苏, 移动,10.6,10.1,302,28,28
2013-02-27 17:09:58.468464,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,duowan.com,duowan.com,广东铁通TOPn网站,0.52,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,120.132.133.62,中国,北京, 其它运营商,NULL,NULL,NULL,1,1
2013-02-27 17:10:04.789374,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,cntv.cn,cntv.cn,广东铁通TOPn网站,0.19,32.46,32.03,221.63,7292.25,10506.06,11823.79,93.65,63.3,100.00,100.00,100.00,100.00,100.00,202.108.8.82,中国,北京, 联通,682.9,636.8,301,50,120
2013-02-27 17:10:06.205080,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,ad-plus.cn,ad-plus.cn,广东铁通TOPn网站,0.23,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,220.181.20.30,中国,北京, 电信,NULL,0.6,403,1,1
2013-02-27 17:10:06.715593,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,gtimg.cn,gtimg.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:10:08.625359,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,szhtxx.com,szhtxx.com,广东铁通TOPn网站,0.26,1.23,32.10,33.59,32.10,33.59,33.59,42.65,71.0,100.00,100.00,100.00,100.00,100.00,116.204.65.21,中国,广东, 其它运营商,1.4,1.1,200,1,1
2013-02-27 17:10:11.856385,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,yihaodian.com,yihaodian.com,广东铁通TOPn网站,0.51,30.30,31.05,61.87,31.05,61.87,61.87,15.69,64.2,100.00,50.00,100.00,50.00,0.00,222.73.105.82,中国,上海, 电信,0.5,0.3,302,2,2
2013-02-27 17:10:19.316508,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,woxihuan.com,woxihuan.com,广东铁通TOPn网站,0.50,74.51,74.85,735.34,24404.16,26176.60,26699.77,41.71,40.9,100.00,100.00,100.00,100.00,100.00,123.125.160.234,中国,北京, 联通,1017.8,1552.0,301,43,43
2013-02-27 17:10:20.798881,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,和讯网,www.hexun.com,网页类,0.26,33.10,33.10,198.99,639.92,663.12,880.22,150.29,80.3,100.00,7.48,100.00,7.48,0.00,219.239.236.199,中国,北京, 电信,96.2,91.4,200,50,107
2013-02-27 17:10:23.126555,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,ijinshan.com,ijinshan.com,广东铁通TOPn网站,0.42,57.16,56.92,324.01,224.93,323.99,324.01,47.14,67.9,100.00,7.14,100.00,7.14,0.00,114.112.68.197,中国,江苏, 移动,10.6,10.1,302,28,28
2013-02-27 17:10:24.026815,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,和讯网,www.hexun.com,网页类,0.40,32.55,31.36,193.06,9763.70,9547.77,10228.05,83.66,60.3,100.00,100.00,100.00,100.00,100.00,219.239.236.199,中国,北京, 电信,816.8,775.4,200,50,114
2013-02-27 17:10:30.946419,广东铁通3-hzdx02(hyhr)电信出口,222.50.124.10,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0.50,28.60,151.71,267.65,1241.46,1577.98,1700.09,133.77,73.4,100.00,94.12,100.00,94.12,100.00,122.72.120.242,中国,中国NDC, 铁通,166.1,160.7,200,17,17
2013-02-27 17:10:38.769244,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,环球网,www.huanqiu.com,网页类,0.43,93.38,92.75,463.22,3849.64,5163.50,5637.49,72.26,56.3,100.00,100.00,100.00,100.00,100.00,113.31.42.20,中国,北京, 其它运营商,278.2,264.3,200,37,37
2013-02-27 17:10:43.262806,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,5599.com,5599.com,广东铁通TOPn网站,0.41,30.40,31.09,331.97,6010.01,7878.66,8768.01,149.26,71.1,100.00,100.00,100.00,100.00,100.00,115.182.2.63,中国,北京, 移动,897.1,874.6,302,50,89
2013-02-27 17:10:45.194631,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,readnovel.com,readnovel.com,广东铁通TOPn网站,0.21,33.73,35.01,1204.97,9642.91,9869.11,11111.74,32.39,48.5,100.00,100.00,100.00,100.00,100.00,118.244.198.2,中国,吉林, 铁通,312.3,302.8,302,29,29
2013-02-27 17:10:46.650819,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,sina.com.cn,sina.com.cn,广东铁通TOPn网站,0.24,48.95,200.43,469.41,7587.09,16079.70,17266.67,77.41,48.0,100.00,98.94,100.00,98.94,100.00,202.108.33.60,中国,北京, 其它运营商,587.3,555.4,301,50,94
2013-02-27 17:10:47.533104,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,taobao.com,taobao.com,广东铁通TOPn网站,0.50,122.79,125.27,522.98,4445.90,6887.51,7505.34,233.31,72.9,100.00,100.00,100.00,100.00,100.00,119.167.195.241,中国,山东, 联通,1037.3,1503.8,302,50,106
2013-02-27 17:10:48.181601,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,迅雷看看,www.kankan.com,网页类,0.28,2.91,27.68,70.39,1130.24,971.24,1541.24,480.60,91.7,100.00,98.21,100.00,98.21,100.00,61.235.96.93,中国,广东, 铁通,543.2,527.0,200,50,56
2013-02-27 17:10:51.563924,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,57.net,57.net,广东铁通TOPn网站,0.27,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,61.160.234.11,中国,江苏, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:10:56.508816,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,sinajs.cn,sinajs.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:10:58.386332,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,优酷,www.youku.com,网页类,0.50,24.12,24.80,151.28,5971.06,7555.02,8319.27,160.95,77.3,100.00,98.77,100.00,98.77,100.00,122.72.120.241,中国,中国NDC, 铁通,961.0,938.1,200,50,81
2013-02-27 17:11:00.751364,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,360safe.com,360safe.com,广东铁通TOPn网站,0.53,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,124.238.254.52,中国,河北, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:11:02.897525,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,天空软件站,www.skycn.com,下载类,0.23,61.10,64.48,371.38,5823.65,7212.75,7567.18,63.88,57.4,100.00,100.00,100.00,100.00,100.00,125.39.78.230,中国,天津, 联通,372.0,363.5,200,28,28
2013-02-27 17:11:03.202617,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,糗事百科,www.qiushibaike.com,网页类,0.46,58.13,88.34,265.24,2320.02,3006.75,3370.62,185.26,80.1,100.00,100.00,100.00,100.00,100.00,183.203.15.209,中国,山西, 移动,429.8,423.1,200,21,21
2013-02-27 17:11:13.708852,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,moonbasa.com,moonbasa.com,广东铁通TOPn网站,0.45,3.19,5.82,113.61,247.55,592.20,592.20,11.22,65.1,100.00,100.00,100.00,100.00,100.00,113.108.220.136,中国,广东, 电信,2.8,1.6,301,4,4
2013-02-27 17:11:13.987406,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,kuwo.cn,kuwo.cn,广东铁通TOPn网站,0.27,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,221.238.18.57,中国,天津, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:11:20.847945,广东铁通4-qylt01(xhht)联通出口,222.50.124.102,NULL,迅雷看看,www.kankan.com,网页类,0.26,2.81,39.30,87.17,1071.37,871.29,1490.92,507.01,91.6,100.00,98.21,100.00,98.21,100.00,61.235.96.93,中国,广东, 铁通,543.2,527.0,200,50,56
2013-02-27 17:11:22.768774,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,qiyi.com,qiyi.com,广东铁通TOPn网站,0.52,45.99,45.95,324.89,916.50,1102.26,1199.65,396.90,90.5,100.00,90.00,100.00,90.00,100.00,202.108.14.55,中国,北京, 联通,363.8,361.1,301,10,10
2013-02-27 17:11:23.516738,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,weather.com.cn,weather.com.cn,广东铁通TOPn网站,0.21,46.11,48.93,184.64,8137.18,11846.16,12926.60,68.82,55.5,100.00,100.00,100.00,100.00,100.00,61.4.185.35,中国,NULL, 其它运营商,560.0,532.6,200,50,90
2013-02-27 17:11:25.021129,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,eastmoney.com,eastmoney.com,广东铁通TOPn网站,0.21,35.34,36.34,306.69,6716.64,8378.19,9036.06,34.51,51.9,100.00,100.00,100.00,100.00,100.00,222.73.55.186,中国,上海, 电信,231.8,215.7,302,48,48
2013-02-27 17:11:26.641090,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,kukuplay.com,kukuplay.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:11:40.041442,广东铁通6-gxyn01(dx)电信出口,222.50.124.22,NULL,淘宝网,www.taobao.com,网页类,0.26,30.31,43.60,291.79,5930.84,6741.42,8845.39,174.96,77.2,100.00,100.00,100.00,100.00,100.00,122.72.35.241,中国,中国NDC, 铁通,1037.7,1531.4,200,50,106
2013-02-27 17:11:41.583235,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,uusee.com,uusee.com,广东铁通TOPn网站,0.46,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,221.238.29.196,中国,天津, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:11:42.466312,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,kaixin001.com,kaixin001.com,广东铁通TOPn网站,0.24,56.67,57.48,319.36,1815.07,2302.43,2433.81,372.83,87.1,100.00,100.00,100.00,100.00,100.00,27.131.222.21,中国,北京, 其它运营商,676.7,672.1,302,13,13
2013-02-27 17:11:57.742791,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,新浪,www.sina.com.cn,网页类,0.25,36.97,658.94,888.91,8630.11,19982.39,21160.84,68.04,41.6,100.00,100.00,100.00,100.00,100.00,211.98.132.66,中国,北京, 铁通,587.2,555.3,200,50,93
2013-02-27 17:11:58.979556,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,liebao.cn,liebao.cn,广东铁通TOPn网站,0.51,59.68,59.53,567.26,456.32,567.24,567.26,23.36,61.2,100.00,7.41,100.00,7.41,0.00,114.112.68.197,中国,江苏, 移动,10.7,10.2,301,27,27
2013-02-27 17:12:02.704807,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,woxihuan.com,woxihuan.com,广东铁通TOPn网站,0.51,55.41,55.64,595.82,18446.74,20348.73,20662.87,55.20,46.5,100.00,100.00,100.00,100.00,100.00,123.125.160.234,中国,北京, 联通,1018.3,1552.8,301,42,42
2013-02-27 17:12:03.011121,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,qiyou.com,qiyou.com,广东铁通TOPn网站,0.26,114.89,115.12,230.27,115.12,230.27,230.27,1.98,55.5,100.00,50.00,100.00,50.00,0.00,54.248.34.220,美国,NULL, 其它运营商,0.2,NULL,301,2,2
2013-02-27 17:12:03.802909,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,dopool.com,dopool.com,广东铁通TOPn网站,0.51,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,220.170.192.35,中国,湖南, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:12:06.987416,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,hiapk.com,hiapk.com,广东铁通TOPn网站,0.21,2.68,41.46,218.99,9051.44,13661.58,14943.50,116.70,61.9,100.00,99.33,100.00,99.33,100.00,121.207.242.73,中国,福建, 电信,1056.3,1858.6,301,50,149
2013-02-27 17:12:08.395719,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,qiyi.com,qiyi.com,广东铁通TOPn网站,0.21,43.38,43.38,318.38,1072.75,1230.54,1360.14,339.76,90.2,100.00,90.91,100.00,90.91,100.00,202.108.14.15,中国,北京, 联通,364.5,361.1,301,11,11
2013-02-27 17:12:09.175992,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,56.com,56.com,广东铁通TOPn网站,0.19,2.50,2.46,805.83,25969.56,27650.59,32399.92,40.05,45.3,100.00,100.00,100.00,100.00,100.00,112.90.57.7,中国,广东, 联通,1040.0,1014.1,301,50,116
2013-02-27 17:12:09.562266,广东铁通2-gzlt01（hxpt）联通出口,222.50.124.114,NULL,网易,www.163.com,网页类,0.53,41.38,84.88,381.42,7721.08,9285.13,10581.32,77.46,55.2,100.00,89.16,100.00,89.16,0.00,223.87.1.59,中国,四川, 移动,598.0,571.4,200,50,83
2013-02-27 17:12:14.796959,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,sina.com.cn,sina.com.cn,广东铁通TOPn网站,0.20,67.19,68.22,365.38,7709.41,16206.90,17330.11,76.25,54.9,100.00,100.00,100.00,100.00,100.00,202.108.33.60,中国,北京, 其它运营商,587.9,555.4,301,50,94
2013-02-27 17:12:18.008447,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,liebao.cn,liebao.cn,广东铁通TOPn网站,0.26,61.47,61.09,301.95,180.72,301.93,301.95,58.99,67.9,100.00,7.41,100.00,7.41,0.00,114.112.68.197,中国,江苏, 移动,10.7,10.2,301,27,27
2013-02-27 17:12:18.203444,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,360buy.com,360buy.com,广东铁通TOPn网站,0.24,32.08,32.80,65.12,32.80,65.12,65.12,19.89,64.1,100.00,100.00,100.00,100.00,100.00,58.83.238.167,中国,北京, 铁通,0.7,0.3,200,1,1
2013-02-27 17:12:25.685566,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,苹果官网,www.apple.com,网页类,0.55,201.57,202.06,404.17,3063.11,4146.21,4423.03,170.27,68.4,100.00,100.00,100.00,100.00,100.00,184.24.173.15,美国,NULL, 其它运营商,521.6,508.0,200,31,31
2013-02-27 17:12:26.433774,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,9160.com,9160.com,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,115.236.185.6,中国,浙江, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:12:30.650969,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,小说阅读网,www.readnovel.com,网页类,0.50,40.69,620.89,744.32,5879.49,6784.86,7120.19,53.07,44.8,100.00,100.00,100.00,100.00,100.00,60.210.23.65,中国,山东, 联通,312.0,302.6,200,28,28
2013-02-27 17:12:37.122448,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,糗事百科,www.qiushibaike.com,网页类,0.49,54.39,66.97,233.13,2370.14,3146.37,3489.70,182.23,80.9,100.00,100.00,100.00,100.00,100.00,183.203.15.209,中国,山西, 移动,431.9,424.9,200,22,22
2013-02-27 17:12:39.034798,广东铁通3-hazlt01(bjdx)联通出口,222.50.124.58,NULL,华军软件园,www.onlinedown.net,下载类,0.50,32.63,33.32,232.60,11400.35,17261.42,18782.87,92.08,58.3,100.00,100.00,100.00,100.00,100.00,120.193.11.195,中国,浙江, 移动,1049.7,1707.7,200,50,221
2013-02-27 17:12:47.148374,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,yx186.com,yx186.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:12:48.766783,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,imshell.com,imshell.com,广东铁通TOPn网站,0.24,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,121.12.172.101,中国,广东, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:12:48.947876,广东铁通3-hzdx02(hyhr)电信出口,222.50.124.10,NULL,新浪,www.sina.com.cn,网页类,0.26,37.04,37.29,300.70,9093.97,14621.99,15745.62,64.58,54.9,100.00,100.00,100.00,100.00,100.00,211.98.132.66,中国,北京, 铁通,587.3,555.2,200,50,93
2013-02-27 17:12:52.483358,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,广州妈妈网,www.gzmama.com,网页类,0.26,1.22,7.23,243.00,5717.65,7742.17,8166.46,180.56,79.7,100.00,100.00,100.00,100.00,100.00,58.248.62.30,中国,广东, 联通,1032.4,2150.8,200,50,97
2013-02-27 17:12:55.527185,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,网易,www.163.com,网页类,0.28,41.37,42.76,379.70,8617.65,9990.69,11587.26,80.05,61.0,100.00,100.00,100.00,100.00,100.00,223.87.1.59,中国,四川, 移动,689.9,660.3,200,50,83
2013-02-27 17:12:55.869729,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0.46,32.32,167.06,266.22,1240.48,1558.56,1700.80,133.88,72.1,100.00,94.12,100.00,94.12,100.00,122.72.120.242,中国,中国NDC, 铁通,166.1,160.7,200,17,17
2013-02-27 17:13:05.200759,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,pagechoice.net,pagechoice.net,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:13:05.875510,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,世纪佳缘,www.jiayuan.com,网页类,0.44,34.04,36.94,139.41,3590.50,4568.78,5376.72,55.64,61.9,100.00,100.00,100.00,100.00,100.00,59.151.18.32,中国,北京, 其它运营商,199.8,186.3,200,32,32
2013-02-27 17:13:16.452457,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,网易,www.163.com,网页类,0.51,41.32,84.66,381.76,7338.16,8521.63,10124.36,71.27,55.6,100.00,85.54,100.00,85.54,0.00,223.87.1.59,中国,四川, 移动,523.0,498.4,200,50,83
2013-02-27 17:13:17.108309,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,kuwo.cn,kuwo.cn,广东铁通TOPn网站,0.45,44.15,59.80,194.72,4150.01,6127.31,6361.55,61.92,60.3,100.00,89.29,100.00,89.29,0.00,221.238.18.58,中国,天津, 电信,257.0,246.9,200,28,28
2013-02-27 17:13:25.414904,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,黑龙江联通,www.hl.cnc.cn,网页类,0.39,64.57,46466.06,46531.02,46466.06,46531.02,46531.02,0.01,18.2,100.00,100.00,100.00,100.00,0.00,221.212.213.106,中国,黑龙江, 联通,0.4,0.2,200,1,1
2013-02-27 17:13:26.907945,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,广州网,www.020.com,网页类,0.24,3.66,160.04,183.48,11988.79,12126.83,12316.76,85.20,54.1,100.00,100.00,100.00,100.00,100.00,120.31.61.171,中国,广东, 铁通,1021.4,1494.8,200,50,72
2013-02-27 17:13:31.910182,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,新浪,www.sina.com.cn,网页类,0.53,42.59,266.25,566.73,8336.63,16866.69,17953.99,70.38,45.3,100.00,98.92,100.00,98.92,100.00,211.98.132.65,中国,北京, 铁通,586.7,555.2,200,50,93
2013-02-27 17:13:33.727813,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,csbew.com,csbew.com,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,219.232.255.99,中国,北京, 其它运营商,NULL,0.1,403,1,1
2013-02-27 17:13:36.933108,广东铁通2-huzlt02(bjdx)联通出口,222.50.124.94,NULL,poco,www.poco.cn,网页类,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:13:37.077018,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,广州妈妈网,www.gzmama.com,网页类,0.46,17.17,22.12,110.59,5169.33,7687.18,8282.17,199.78,80.3,100.00,100.00,100.00,100.00,100.00,58.248.62.34,中国,广东, 联通,1032.7,1912.5,200,50,96
2013-02-27 17:13:43.540173,广东铁通4-gzdx02(gzhy)电信出口,222.50.124.38,NULL,新浪,www.sina.com.cn,网页类,0.46,31.64,31.87,229.61,7307.03,21763.64,23023.91,80.38,63.2,100.00,100.00,100.00,100.00,100.00,211.98.132.65,中国,北京, 铁通,587.3,555.2,200,50,93
2013-02-27 17:13:48.439447,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,天空软件站,www.skycn.com,下载类,0.45,68.60,69.06,414.17,5878.91,7310.07,7634.42,63.20,57.0,100.00,100.00,100.00,100.00,100.00,125.39.78.230,中国,天津, 联通,371.6,363.2,200,27,27
