结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,解析时间,连接时间,首字节时间,首屏打开时间,下载时间,页面加载时间,总时间,吞吐率,综合质量,解析成功率,连接成功率,首页加载成功率,加载比例,成功率,结果 IP 地址,结果国家名称,结果省名称,结果归属地,下载大小,内容大小,返回码,附加项,元素数量
2013-02-27 17:00:28.543734,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,cctv,www.cctv.com,网页类,0.49,41.08,89.91,131.49,89.91,131.49,131.49,5.90,61.9,100.00,100.00,100.00,100.00,100.00,223.87.1.58,中国,四川, 移动,0.5,0.2,200,1,1
2013-02-27 17:00:34.891087,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0.24,28.24,145.58,233.31,1222.07,1510.72,1680.19,135.89,74.0,100.00,94.12,100.00,94.12,100.00,122.72.120.242,中国,中国NDC, 铁通,166.1,160.7,200,17,17
2013-02-27 17:00:38.221823,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,小说阅读网,www.readnovel.com,网页类,0.52,44.16,44.12,177.76,7637.64,8511.87,8806.63,40.85,56.1,100.00,100.00,100.00,100.00,100.00,60.210.23.74,中国,山东, 联通,312.0,302.6,200,28,28
2013-02-27 17:00:38.465377,广东铁通2-gzlt02(gzhy)联通出口,222.50.124.74,NULL,cctv,www.cctv.com,网页类,0.47,41.37,84.65,126.49,84.64,126.49,126.49,6.25,62.1,100.00,100.00,100.00,100.00,100.00,223.87.1.59,中国,四川, 移动,0.5,0.2,200,1,1
2013-02-27 17:00:43.327979,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,工商银行,www.icbc.com.cn,网页类,0.48,63.23,64.71,128.42,191.05,429.91,429.91,27.77,61.8,100.00,100.00,100.00,100.00,100.00,113.31.42.29,中国,北京, 其它运营商,5.3,4.2,200,3,3
2013-02-27 17:00:49.394082,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,91.com,91.com,广东铁通TOPn网站,0.51,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,121.207.254.112,中国,福建, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:00:50.304937,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,黑龙江联通,www.hl.cnc.cn,网页类,0.25,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,221.212.213.106,中国,黑龙江, 联通,NULL,NULL,NULL,1,1
2013-02-27 17:00:54.519648,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,微博,www.weibo.com,网页类,0.23,44.44,72.27,116.93,540.30,709.40,709.40,93.10,73.0,100.00,100.00,100.00,100.00,100.00,180.149.134.17,中国,北京, 电信,50.3,48.5,200,4,4
2013-02-27 17:00:55.183936,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,liebao.cn,liebao.cn,广东铁通TOPn网站,0.54,51.34,51.38,330.43,203.20,330.41,330.43,52.47,68.4,100.00,7.41,100.00,7.41,0.00,114.112.68.197,中国,江苏, 移动,10.7,10.2,301,27,27
2013-02-27 17:00:59.988411,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,qihoo.com,qihoo.com,广东铁通TOPn网站,0.54,51.48,53.20,157.09,450.08,750.69,750.69,27.70,61.7,100.00,100.00,100.00,100.00,100.00,61.55.181.124,中国,河北, 联通,12.5,11.1,200,4,4
2013-02-27 17:01:04.764146,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,优酷,www.youku.com,网页类,0.50,28.64,29.15,176.68,5841.24,7430.69,8107.01,164.52,77.4,100.00,98.77,100.00,98.77,100.00,122.72.120.241,中国,中国NDC, 铁通,961.0,938.1,200,50,81
2013-02-27 17:01:05.778305,广东铁通2-gzlt01（hxpt）联通出口,222.50.124.114,NULL,华军软件园,www.onlinedown.net,下载类,0.53,33.36,33.93,237.50,12219.26,18425.81,20007.45,85.91,57.6,100.00,100.00,100.00,100.00,100.00,120.193.11.195,中国,浙江, 移动,1049.7,1707.7,200,50,221
2013-02-27 17:01:10.771014,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,ss3w.com,ss3w.com,广东铁通TOPn网站,0.50,266.54,266.49,1054.73,527.09,1054.73,1054.73,0.26,47.6,100.00,100.00,100.00,100.00,100.00,205.178.189.129,美国,NULL, 其它运营商,0.1,NULL,302,2,2
2013-02-27 17:01:14.297970,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,环球网,www.huanqiu.com,网页类,0.48,67.54,68.17,339.48,4045.31,5548.32,6101.37,68.81,59.5,100.00,100.00,100.00,100.00,100.00,113.31.42.20,中国,北京, 其它运营商,278.4,264.4,200,37,37
2013-02-27 17:01:17.011861,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,doubleclick.net,doubleclick.net,广东铁通TOPn网站,0.26,259.75,259.84,711.43,1956.67,3237.93,3421.28,47.87,49.7,100.00,82.35,100.00,82.35,0.00,70.32.146.212,美国,NULL, 其它运营商,93.7,89.3,302,17,17
2013-02-27 17:01:18.626378,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,scorecardresearch.com,scorecardresearch.com,广东铁通TOPn网站,0.46,253.46,269.35,2692.37,3955.87,6959.57,7873.43,10.80,41.1,100.00,100.00,100.00,100.00,100.00,165.193.78.252,美国,NULL, 其它运营商,42.7,31.2,302,10,10
2013-02-27 17:01:19.904439,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,wingdns.com,wingdns.com,广东铁通TOPn网站,0.22,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,122.227.23.130,中国,浙江, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:01:25.103461,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,xunlei.com,xunlei.com,广东铁通TOPn网站,0.52,76.08,76.60,215.82,1525.30,1226.71,2027.51,357.16,86.3,100.00,100.00,100.00,100.00,100.00,58.251.57.166,中国,广东, 其它运营商,544.8,527.2,301,50,58
2013-02-27 17:01:34.219187,广东铁通2-gzlt01（hxpt）联通出口,222.50.124.114,NULL,糗事百科,www.qiushibaike.com,网页类,0.26,54.48,91.47,257.49,2491.13,3136.14,3502.59,147.28,73.1,100.00,100.00,100.00,100.00,100.00,183.203.15.209,中国,山西, 移动,366.9,360.5,200,20,20
2013-02-27 17:01:35.629986,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,微博,www.weibo.com,网页类,0.48,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,180.149.134.17,中国,北京, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:01:36.621456,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,adsxin.com,adsxin.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:01:37.245947,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,世纪佳缘,www.jiayuan.com,网页类,0.50,33.09,36.77,138.12,3822.53,5025.10,5799.03,52.09,61.6,100.00,100.00,100.00,100.00,100.00,59.151.18.32,中国,北京, 其它运营商,199.1,186.3,200,32,32
2013-02-27 17:01:44.775397,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,kuaiwan.com,kuaiwan.com,广东铁通TOPn网站,0.25,36.67,36.44,413.84,21981.63,29200.49,30156.34,41.00,43.7,100.00,100.00,100.00,100.00,100.00,122.225.115.167,中国,浙江, 电信,901.3,873.2,302,50,76
2013-02-27 17:01:52.775847,广东铁通4-zhdx(hyhr)电信出口,222.50.124.14,NULL,微博,www.weibo.com,网页类,0.25,41.67,53.42,137.15,487.94,654.30,654.30,113.12,73.9,100.00,100.00,100.00,100.00,100.00,180.149.134.17,中国,北京, 电信,55.2,53.5,200,4,4
2013-02-27 17:01:56.039065,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,环球网,www.huanqiu.com,网页类,0.46,84.26,84.49,423.18,4286.70,5310.61,6165.68,65.27,57.0,100.00,100.00,100.00,100.00,100.00,113.31.42.20,中国,北京, 其它运营商,279.8,266.0,200,37,37
2013-02-27 17:01:58.620642,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,ittzz.com,ittzz.com,广东铁通TOPn网站,0.26,34.07,35.83,70.15,2153.36,2685.25,2747.68,466.68,87.8,100.00,100.00,100.00,100.00,100.00,118.26.225.53,中国,上海, 铁通,1004.9,1248.0,200,18,18
2013-02-27 17:02:01.152378,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,天空软件站,www.skycn.com,下载类,0.48,63.04,63.50,445.45,6164.30,7696.19,8079.54,60.27,56.9,100.00,100.00,100.00,100.00,100.00,125.39.78.230,中国,天津, 联通,371.6,363.2,200,27,27
2013-02-27 17:02:02.345975,广东铁通2-gzlt02(gzhy)联通出口,222.50.124.74,NULL,华军软件园,www.onlinedown.net,下载类,0.49,34.30,35.08,244.38,11832.14,20168.53,21709.98,88.71,57.9,100.00,100.00,100.00,100.00,100.00,221.130.12.61,中国,江苏, 移动,1049.7,1707.7,200,50,221
2013-02-27 17:02:03.453566,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,cctv,www.cctv.com,网页类,0.46,31.91,33.15,65.52,33.15,65.52,65.52,16.00,64.1,100.00,100.00,100.00,100.00,100.00,122.70.142.160,中国,北京, 铁通,0.5,0.2,200,1,1
2013-02-27 17:02:09.426474,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,57.net,57.net,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,61.160.234.11,中国,江苏, 电信,NULL,5.3,500,1,1
2013-02-27 17:02:12.898583,广东铁通6-gxyn01(dx)电信出口,222.50.124.22,NULL,cctv,www.cctv.com,网页类,0.47,37.41,38.23,76.11,38.22,76.11,76.11,13.87,63.7,100.00,100.00,100.00,100.00,100.00,122.70.142.160,中国,北京, 铁通,0.5,0.2,200,1,1
2013-02-27 17:02:15.472224,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,adsxin.com,adsxin.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:02:17.973901,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,qplus.com,qplus.com,广东铁通TOPn网站,0.47,21.63,21.86,212.90,721.59,1204.62,1206.64,77.78,68.8,100.00,100.00,100.00,100.00,100.00,112.90.143.120,中国,广东, 联通,56.1,53.5,302,10,10
2013-02-27 17:02:22.582099,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,qzoneapp.com,qzoneapp.com,广东铁通TOPn网站,0.26,6.53,16.37,43.52,373.97,448.14,497.98,458.37,94.2,100.00,90.00,100.00,90.00,100.00,58.251.150.154,中国,广东, 联通,171.4,167.4,200,20,20
2013-02-27 17:02:27.079454,广东铁通2-huzlt02(bjdx)联通出口,222.50.124.94,NULL,华军软件园,www.onlinedown.net,下载类,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:02:31.362044,广东铁通4-gzdx02(gzhy)电信出口,222.50.124.38,NULL,安卓商城官网,https://play.google.com/store,网页类,0.47,343.80,297.53,757.02,5058.39,12182.33,14663.83,115.18,51.7,100.00,100.00,100.00,100.00,100.00,74.125.235.199,美国,NULL, 其它运营商,582.6,473.9,200,40,40
2013-02-27 17:02:32.401825,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,kaixin001.com,kaixin001.com,广东铁通TOPn网站,0.20,57.44,58.07,327.63,1822.20,2277.51,2392.97,371.37,87.1,100.00,100.00,100.00,100.00,100.00,27.131.222.21,中国,北京, 其它运营商,676.7,672.1,302,13,13
2013-02-27 17:02:40.382706,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,糗事百科,www.qiushibaike.com,网页类,0.26,55.53,60.58,229.30,2095.27,2747.59,3099.15,175.11,81.1,100.00,100.00,100.00,100.00,100.00,183.203.15.209,中国,山西, 移动,366.9,360.5,200,20,20
2013-02-27 17:02:40.937544,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,duowan.com,duowan.com,广东铁通TOPn网站,0.44,3.10,43.59,349.32,4840.60,6606.84,7380.81,106.36,67.1,100.00,100.00,100.00,100.00,100.00,120.132.133.62,中国,北京, 其它运营商,514.9,489.4,302,50,64
2013-02-27 17:02:43.000268,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,zqlx.com,zqlx.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:02:43.706598,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,gtimg.com.cn,gtimg.com.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:02:47.102336,广东铁通2-huzlt02(bjdx)联通出口,222.50.124.94,NULL,糗事百科,www.qiushibaike.com,网页类,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:02:57.815561,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,新浪,www.sina.com.cn,网页类,0.44,32.99,33.19,239.09,7206.25,18569.31,19671.43,81.49,63.2,100.00,100.00,100.00,100.00,100.00,211.98.132.65,中国,北京, 铁通,587.3,555.2,200,50,93
2013-02-27 17:02:58.600306,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,soso.com,soso.com,广东铁通TOPn网站,0.46,65.25,65.16,201.71,249.68,421.14,421.14,62.51,67.5,100.00,100.00,100.00,100.00,100.00,61.135.167.27,中国,北京, 联通,15.6,14.4,302,4,4
2013-02-27 17:03:01.321960,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,天空软件站,www.skycn.com,下载类,0.49,89.30,3089.56,59984.27,59894.49,59984.27,59984.27,0.18,19.8,100.00,100.00,100.00,100.00,0.00,125.39.78.230,中国,天津, 联通,10.7,24.8,200,1,1
2013-02-27 17:03:01.623239,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,126.com,126.com,广东铁通TOPn网站,0.51,38.47,38.82,117.69,769.72,1206.17,1206.17,58.82,67.5,100.00,88.89,100.00,88.89,0.00,220.181.12.218,中国,北京, 其它运营商,45.3,38.4,200,9,9
2013-02-27 17:03:02.540761,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,51.com,51.com,广东铁通TOPn网站,0.40,32.75,32.25,399.39,3486.26,5248.19,5585.57,96.42,68.2,100.00,100.00,100.00,100.00,100.00,61.130.108.152,中国,浙江, 电信,336.1,311.4,301,50,83
2013-02-27 17:03:03.629387,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,kuai8.com,kuai8.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:03:05.522256,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,51.com,51.com,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,61.130.108.152,中国,浙江, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:03:07.035755,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,56.com,56.com,广东铁通TOPn网站,0.49,2.59,2.77,337.46,17435.21,22184.94,23900.23,59.61,50.2,100.00,100.00,100.00,99.14,100.00,112.90.57.7,中国,广东, 联通,1039.3,1014.8,301,50,116
2013-02-27 17:03:10.551899,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,qq邮箱,www.mail.qq.com,网页类,0.45,6.40,22.08,28.93,22.08,28.93,28.93,26.41,65.3,100.00,100.00,100.00,100.00,100.00,120.196.210.104,中国,广东, 移动,0.6,0.2,200,1,1
2013-02-27 17:03:22.589568,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,淘宝网,www.taobao.com,网页类,0.27,25.81,29.93,249.61,4576.46,7047.12,7692.01,226.78,81.8,100.00,100.00,100.00,100.00,100.00,122.72.35.251,中国,中国NDC, 铁通,1037.9,1531.5,200,50,106
2013-02-27 17:03:22.957551,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,lxdns.com,lxdns.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:03:23.864737,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,qq邮箱,www.mail.qq.com,网页类,0.47,6.00,22.27,28.74,22.27,28.74,28.74,24.91,65.3,100.00,100.00,100.00,100.00,100.00,120.196.210.104,中国,广东, 移动,0.6,0.2,200,1,1
2013-02-27 17:03:24.353897,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,ppweb.com.cn,ppweb.com.cn,广东铁通TOPn网站,0.49,31.65,31.51,63.65,31.51,63.65,63.65,12.03,64.1,100.00,50.00,100.00,50.00,0.00,122.11.35.98,中国,北京, 移动,0.4,0.2,301,2,2
2013-02-27 17:03:27.874908,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,hiapk.com,hiapk.com,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,121.207.242.69,中国,福建, 电信,NULL,NULL,NULL,1,1
2013-02-27 17:03:40.456903,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,网易,www.163.com,网页类,0.26,41.05,78.80,356.27,8119.55,9759.24,11139.26,76.27,54.9,100.00,98.80,100.00,95.18,100.00,223.87.1.58,中国,四川, 移动,619.3,660.3,200,50,83
2013-02-27 17:03:41.464178,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,360.cn,360.cn,广东铁通TOPn网站,0.27,72.41,77.18,640.99,1368.33,1885.45,1885.45,37.03,57.3,100.00,100.00,100.00,100.00,100.00,125.39.100.74,中国,天津, 联通,50.7,48.1,200,7,7
2013-02-27 17:03:42.228963,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,meilishuo.com,meilishuo.com,广东铁通TOPn网站,0.22,30.43,31.30,348.91,5809.06,6594.77,6728.99,156.35,71.4,100.00,100.00,100.00,100.00,100.00,124.202.144.10,中国,北京, 移动,908.2,899.8,301,23,23
2013-02-27 17:03:45.470408,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,qlogo.cn,qlogo.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:03:45.593124,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,优酷,www.youku.com,网页类,0.56,24.12,25.41,152.19,5865.33,7402.80,8174.79,163.84,77.5,100.00,98.77,100.00,98.77,100.00,122.72.120.241,中国,中国NDC, 铁通,961.0,938.1,200,50,81
2013-02-27 17:03:50.612848,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,gtags.net,gtags.net,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:03:54.004506,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,meilishuo.com,meilishuo.com,广东铁通TOPn网站,0.48,32.08,31.25,748.81,2870.44,3604.71,3604.71,166.55,81.3,100.00,56.52,100.00,56.52,0.00,124.202.144.8,中国,北京, 移动,478.1,472.9,301,23,23
2013-02-27 17:03:54.157162,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,安卓商城官网,https://play.google.com/store,网页类,0.27,362.69,305.12,789.62,2313.38,7410.51,7410.51,97.78,55.2,100.00,78.57,100.00,56.41,0.00,74.125.235.198,美国,NULL, 其它运营商,226.2,169.5,200,28,39
2013-02-27 17:03:57.108086,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,sinajs.cn,sinajs.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:03:59.303770,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,广州妈妈网,www.gzmama.com,网页类,0.26,110.89,115.79,792.83,8445.23,12768.26,14053.32,122.28,59.9,100.00,100.00,100.00,100.00,100.00,58.248.62.34,中国,广东, 联通,1032.7,1912.4,200,50,96
2013-02-27 17:04:00.387040,广东铁通4-gzdx02(gzhy)电信出口,222.50.124.38,NULL,cctv,www.cctv.com,网页类,0.51,37.92,37.96,76.38,37.96,76.38,76.38,14.00,63.7,100.00,100.00,100.00,100.00,100.00,122.70.142.160,中国,北京, 铁通,0.5,0.2,200,1,1
2013-02-27 17:04:05.851835,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,kankan.com,kankan.com,广东铁通TOPn网站,0.53,54.42,75.55,206.00,1146.57,985.02,1610.92,474.16,88.7,100.00,98.25,100.00,98.25,100.00,60.217.235.188,中国,山东, 联通,543.7,527.1,302,50,57
2013-02-27 17:04:07.529894,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,迅雷看看,www.kankan.com,网页类,0.22,2.81,27.19,67.55,1132.32,941.87,1544.57,479.72,91.8,100.00,98.21,100.00,98.21,100.00,61.235.96.93,中国,广东, 铁通,543.2,527.0,200,50,56
2013-02-27 17:04:12.828587,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,pagechoice.net,pagechoice.net,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-27 17:04:17.439547,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,weibo.com,weibo.com,广东铁通TOPn网站,0.26,1.16,171.93,218.12,492.87,612.20,612.20,111.99,70.4,100.00,100.00,100.00,100.00,100.00,180.149.134.17,中国,北京, 电信,55.2,53.5,200,4,4
2013-02-27 17:04:17.759668,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,工商银行,www.icbc.com.cn,网页类,0.26,51.12,51.91,103.30,156.41,311.29,311.29,30.81,62.7,100.00,100.00,100.00,100.00,100.00,113.31.42.29,中国,北京, 其它运营商,4.8,3.9,200,2,2
2013-02-27 17:04:22.312531,广东铁通2-gzlt01（hxpt）联通出口,222.50.124.114,NULL,广州网,www.020.com,网页类,0.45,3.66,156.85,180.96,11076.58,11222.33,14433.22,92.22,55.1,100.00,100.00,100.00,100.00,100.00,120.31.61.171,中国,广东, 铁通,1021.5,1501.3,200,50,72
