结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,解析时间,连接时间,首字节时间,首屏打开时间,下载时间,页面加载时间,总时间,吞吐率,综合质量,解析成功率,连接成功率,首页加载成功率,加载比例,成功率,结果 IP 地址,结果国家名称,结果省名称,结果归属地,下载大小,内容大小,返回码,附加项,元素数量
2013-05-18 00:00.,2015,222.50.124.102,NULL,adobe.com,adobe.com,NULL,0.25,269.73,270.02,2166.77,7164.59,9684.46,10228.38,53.7,42.9,100,40.62,100,40.62,0,192.150.16.117,美国,NULL, 其它运营商,384.8,379.9,301,32,32
2013-05-18 00:00.,2009,222.50.124.78,NULL,xiaoshuo520.com,xiaoshuo520.com,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2011,222.50.124.86,NULL,wan5d.com,wan5d.com,NULL,0.24,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,122.226.64.17,中国,浙江, 电信,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2004,222.50.124.58,NULL,工商银行,www.icbc.com.cn,网页类,0.48,59.98,53.46,113.92,138.75,241.82,241.82,34.8,62.4,100,100,100,100,100,61.158.248.31,中国,河南, 联通,4.8,3.9,200,2,2
2013-05-18 00:00.,1002,222.50.124.38,NULL,anquanweb.com,anquanweb.com,NULL,0.51,27.16,30.61,139.8,1191.66,1643.3,1700.93,38.44,61,100,100,100,100,100,223.4.24.61,中国,浙江, 移动,45.8,40.2,200,17,17
2013-05-18 00:00.,2001,123.65.232.142,NULL,pujia.com,pujia.com,NULL,0.38,33.22,35.15,248.9,179.88,248.9,248.9,245.96,91.1,66.67,66.67,100,66.67,0,211.151.62.172,中国,北京, 联通,44.2,43.5,301,3,3
2013-05-18 00:00.,2002,123.89.176.30,NULL,3366.com,3366.com,广东铁通TOPn网站,0.47,6.7,11.29,105.08,8720.78,12001.48,13231.52,70.22,57.1,100,100,100,100,100,120.198.189.102,中国,广东, 移动,612.4,568,301,50,110
2013-05-18 00:00.,2007,222.50.124.70,NULL,soso.com,soso.com,广东铁通TOPn网站,0.42,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,183.61.32.183,中国,广东, 电信,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2006,222.50.124.66,NULL,eb80.com,eb80.com,NULL,0.25,31.28,37.77,69.29,121.66,228.28,228.28,57.79,69.7,100,100,100,100,100,115.238.238.199,中国,浙江, 电信,7,6,200,4,4
2013-05-18 00:00.,1014,222.50.124.30,NULL,365ub.com,365ub.com,NULL,0.42,38.38,67.87,302.49,1404.18,1766.31,1766.31,107.36,70.8,100,100,100,100,100,221.238.255.11,中国,天津, 电信,150.8,147.9,302,9,9
2013-05-18 00:00.,1008,222.50.124.46,NULL,1ting.com,1ting.com,NULL,0.48,31.6,31.84,463.08,7519.08,9743.9,10717.55,123.98,69,100,100,100,100,100,114.113.144.13,中国,北京, 铁通,932.2,904.6,301,50,91
2013-05-18 00:00.,1010,222.50.124.6,NULL,qihoo.com,qihoo.com,NULL,0.22,51.75,53.25,157.09,225.48,357.78,357.78,53.67,68.3,100,100,100,100,100,61.55.181.124,中国,河北, 联通,12.1,10.8,200,3,3
2013-05-18 00:00.,2015,222.50.124.102,NULL,manzuo.com,manzuo.com,NULL,0.43,31.34,31.32,499.12,1682.84,2242.8,2409.99,97.34,71.2,100,100,100,100,100,58.68.247.68,中国,北京, 移动,163.8,156.3,301,22,22
2013-05-18 00:00.,1012,222.50.124.14,NULL,ppstream.com,ppstream.com,NULL,0.49,29.11,29.2,58.8,4538.57,10011.32,13831.28,224.31,81.7,100,98.68,100,98.68,100,211.151.142.154,中国,北京, 联通,1018,984.5,200,50,76
2013-05-18 00:00.,1009,222.50.124.50,NULL,bankcomm.com,bankcomm.com,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1014,222.50.124.30,NULL,live.com,live.com,NULL,0.5,259.94,262.16,4062.79,2363.49,6873.19,6873.19,44.78,49.2,100,100,100,100,100,65.55.206.154,美国,NULL, 其它运营商,105.8,69.3,301,9,9
2013-05-18 00:00.,1011,222.50.124.10,NULL,cmbchina.com,cmbchina.com,NULL,0.48,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,210.83.224.193,中国,广东, 联通,NULL,0,400,1,1
2013-05-18 00:00.,2012,222.50.124.90,NULL,mbaobao.com,mbaobao.com,NULL,0.45,32.92,33.65,617.55,1599.08,2234.88,2340.42,55.87,65.3,100,100,100,100,100,211.151.136.100,中国,北京, 联通,89.3,84.6,301,15,15
2013-05-18 00:00.,2003,123.89.176.38,NULL,4399.com,4399.com,NULL,0.58,32.5,32.33,282.45,12431.05,17443.22,19130.82,53.35,51.7,100,100,100,100,100,115.182.52.231,中国,北京, 移动,663.2,605.6,301,50,157
2013-05-18 00:00.,2003,123.89.176.38,NULL,xdowns.com,xdowns.com,NULL,1.49,32.6,34.5,212,952.02,1279.5,1345.49,235.87,88.3,100,100,100,100,100,218.93.127.235,中国,江苏, 电信,224.6,221.3,301,12,12
2013-05-18 00:00.,2008,222.50.124.74,NULL,dygod.net,dygod.net,NULL,0.48,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,123.183.211.135,中国,河北, 电信,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1003,222.50.124.18,NULL,atpanel.com,atpanel.com,NULL,0.26,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,110.75.12.1,中国,浙江, 移动,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1010,222.50.124.6,NULL,zaobao.com,zaobao.com,NULL,0.26,38.58,41.55,84.77,1542.71,2620.64,2783.16,167.8,83.3,98.63,98.63,100,98.63,100,202.27.28.10,新西兰,NULL, 其它运营商,258.9,231.8,301,50,73
2013-05-18 00:00.,1011,222.50.124.10,NULL,youdao.com,youdao.com,NULL,0.38,52.29,52.62,251.85,396.03,657.78,657.78,64.45,67.9,100,100,100,100,100,61.135.218.26,中国,北京, 联通,25.5,23.1,302,6,6
2013-05-18 00:00.,1002,222.50.124.38,NULL,iqilu.com,iqilu.com,NULL,0.21,56.14,223.51,279.87,223.51,279.87,279.87,1.88,53,100,50,100,50,0,223.87.1.59,中国,四川, 移动,0.4,0.2,301,2,2
2013-05-18 00:00.,2010,222.50.124.82,NULL,sina.com.cn,sina.com.cn,广东铁通TOPn网站,1.93,58.45,101.87,389.97,2239.49,2981.81,3288.75,134.78,72.3,100,96.67,100,96.67,100,202.108.33.60,中国,北京, 其它运营商,301.8,292.2,301,30,30
2013-05-18 00:00.,1010,222.50.124.6,NULL,17u.com,17u.com,NULL,0.28,77.98,138.01,679.7,10398.54,12294.22,13139.61,98.4,52.3,100,100,100,100,100,61.155.159.16,中国,江苏, 电信,1023.2,1030.4,301,50,54
2013-05-18 00:00.,1001,222.50.124.2,NULL,soso.com,soso.com,NULL,0.38,0.87,71.8,195.39,427.74,473.77,473.77,64.72,68.8,100,100,100,100,100,183.61.32.183,中国,广东, 电信,27.7,26.7,302,4,4
2013-05-18 00:00.,2015,222.50.124.102,NULL,tianya.cn,tianya.cn,NULL,0.41,10.86,65.39,118.89,717.61,1029.01,1107.69,132.62,79.7,100,100,100,100,100,221.182.218.206,中国,海南, 移动,95.2,90.9,301,13,13
2013-05-18 00:00.,1005,222.50.124.34,NULL,qlogo.cn,qlogo.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2019,222.50.124.118,NULL,egooad.com,egooad.com,NULL,1.86,0.64,1.62,4.13,5.45,10.13,10.13,705.25,95.9,100,100,100,100,100,211.98.70.195,中国,湖南, 铁通,3.8,2.9,200,5,5
2013-05-18 00:00.,2011,222.50.124.86,NULL,qq邮箱,www.mail.qq.com,网页类,0.27,5.03,32.04,109.49,158.41,641.47,641.47,324.09,94.5,100,100,100,100,100,120.196.210.104,中国,广东, 移动,51.3,24.6,302,7,7
2013-05-18 00:00.,2001,123.65.232.142,NULL,55bbs.com,55bbs.com,NULL,0.38,64.84,66.56,1715.08,9783.66,12868.68,13510.57,104.28,58.4,100,100,100,100,100,118.67.120.217,中国,北京, 其它运营商,1020.2,1365.8,302,50,59
2013-05-18 00:00.,2004,222.50.124.58,NULL,pc120.com,pc120.com,广东铁通TOPn网站,0.49,62.87,63.57,224.4,112.25,224.4,224.4,7.83,61.9,100,100,100,100,100,114.112.68.163,中国,江苏, 移动,0.9,0.5,301,2,2
2013-05-18 00:00.,2015,222.50.124.102,NULL,kuaibo.com,kuaibo.com,广东铁通TOPn网站,0.51,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,175.6.0.102,中国,湖南, 电信,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1005,222.50.124.34,NULL,tvmao.com,tvmao.com,NULL,0.44,1.59,112.9,268.46,6418.18,5961.43,6762.57,125.16,68.9,100,100,100,100,100,115.236.77.135,中国,浙江, 电信,803.3,785.6,200,50,62
2013-05-18 00:00.,1010,222.50.124.6,NULL,4399.com,4399.com,广东铁通TOPn网站,0.25,36.6,36.58,273.56,9897.22,13596.08,15240.21,67,54,100,100,100,100,100,115.182.52.231,中国,北京, 移动,663.2,605.6,301,50,157
2013-05-18 00:00.,1003,222.50.124.18,NULL,soso.com,soso.com,广东铁通TOPn网站,0.41,57.92,61.59,295.86,423.32,656.8,656.8,65.43,67.3,100,100,100,100,100,183.61.32.183,中国,广东, 电信,27.7,26.7,302,4,4
2013-05-18 00:00.,2015,222.50.124.102,NULL,microsoft.com,microsoft.com,NULL,0.4,225.8,227.22,3067.11,14549.24,20319.51,21130.7,62.1,36.9,100,97.73,100,97.73,100,65.55.58.201,美国,NULL, 其它运营商,903.6,883.8,301,44,44
2013-05-18 00:00.,1016,222.50.124.130,NULL,kuai8.com,kuai8.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2010,222.50.124.82,NULL,778669.com,778669.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2002,123.89.176.30,NULL,eb80.com,eb80.com,NULL,0.42,36.41,38.85,75.69,106.71,200.18,200.18,66.22,69.6,100,100,100,100,100,115.238.238.199,中国,浙江, 电信,7.1,6,200,4,4
2013-05-18 00:00.,2015,222.50.124.102,NULL,zuixiaoyao.com,zuixiaoyao.com,NULL,0.25,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,222.73.115.35,中国,上海, 电信,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1014,222.50.124.30,NULL,gicp.net,gicp.net,NULL,0.21,245.57,244.69,723.01,5322.01,6643.17,6643.17,128.08,57.5,100,88.89,100,88.89,0,74.82.186.202,美国,NULL, 其它运营商,681.6,672.5,302,36,36
2013-05-18 00:00.,1011,222.50.124.10,NULL,soku.com,soku.com,NULL,0.42,35.57,37.39,133.34,497.79,707.68,707.68,161.91,86.4,100,100,100,100,100,220.181.52.35,中国,北京, 电信,80.6,78.4,301,7,7
2013-05-18 00:00.,2016,222.50.124.106,NULL,cpm9v.cn,cpm9v.cn,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1014,222.50.124.30,NULL,baofeng.com,baofeng.com,广东铁通TOPn网站,0.18,51.38,51.77,258.19,5701.56,6744.63,7197.11,77.6,58.3,100,100,100,100,100,60.28.110.232,中国,天津, 联通,442.4,429.1,200,41,41
2013-05-18 00:00.,1011,222.50.124.10,NULL,sudu.cn,sudu.cn,NULL,0.42,85.14,94.07,609.49,13511.4,19256.37,21962.44,57.53,46,100,100,100,100,100,125.64.24.31,中国,四川, 电信,777.4,750.7,200,50,96
2013-05-18 00:00.,2001,123.65.232.142,NULL,woxihuan.com,woxihuan.com,广东铁通TOPn网站,0.39,44.1,44.5,450.51,5424.22,6749.02,7117.85,187.28,78,100,100,100,100,100,123.125.160.234,中国,北京, 联通,1015.9,1229.1,301,37,37
2013-05-18 00:00.,2001,123.65.232.142,NULL,poco,www.poco.cn,网页类,0.5,30.39,30.89,155.73,8598.87,11772.45,13149.98,120.31,67.7,100,100,100,100,100,60.217.232.190,中国,山东, 联通,1034.6,1997.8,200,50,100
2013-05-18 00:00.,1016,222.50.124.130,NULL,weather.com.cn,weather.com.cn,广东铁通TOPn网站,0.59,44.65,50.16,186.31,6253.63,9151.73,10124.68,96.24,63.7,100,100,100,100,100,61.4.185.35,中国,NULL, 其它运营商,601.8,574,200,50,91
2013-05-18 00:00.,2009,222.50.124.78,NULL,woxihuan.com,woxihuan.com,广东铁通TOPn网站,0.21,34.14,35.14,393.5,6616.33,7931.15,8431.23,153.46,70.1,100,100,100,100,100,123.125.160.234,中国,北京, 联通,1015.3,1228.6,301,37,37
2013-05-18 00:00.,1002,222.50.124.38,NULL,qqgameapp.com,qqgameapp.com,广东铁通TOPn网站,0.43,0.58,1.66,2.67,5.98,9.06,9.06,642.82,95.9,100,100,100,100,100,211.98.70.195,中国,湖南, 铁通,3.8,2.9,200,5,5
2013-05-18 00:00.,2019,222.50.124.118,NULL,qhimg.com,qhimg.com,广东铁通TOPn网站,2.72,0.58,1.73,5.03,7.1,12.51,12.51,541.8,95.9,100,100,100,100,100,211.98.70.195,中国,湖南, 铁通,3.8,2.9,200,5,5
2013-05-18 00:00.,2003,123.89.176.38,NULL,360doc.com,360doc.com,NULL,0.4,31.32,31.5,362.05,4407.89,5623.47,5914.25,230.21,82,100,100,100,100,100,42.121.117.139,中国,浙江, 移动,1014.7,1004.5,301,45,45
2013-05-18 00:00.,2003,123.89.176.38,NULL,cnxad.com,cnxad.com,NULL,0.23,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,124.239.199.70,中国,河北, 电信,NULL,0.2,403,1,1
2013-05-18 00:00.,1015,222.50.124.54,NULL,yidaba.com,yidaba.com,NULL,0.47,46.55,87.44,230.51,5221.91,6941.86,7797.38,146.47,70,100,100,100,100,100,202.10.69.40,中国,北京, 其它运营商,764.9,748,200,50,56
2013-05-18 00:00.,2004,222.50.124.58,NULL,9kele.com,9kele.com,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2016,222.50.124.106,NULL,xcar.com.cn,xcar.com.cn,NULL,0.44,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,118.67.112.72,中国,北京, 其它运营商,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2006,222.50.124.66,NULL,microsoft.com,microsoft.com,NULL,0.47,225.99,227.68,2970.6,14382.08,20192.73,20865.2,62.83,37,100,97.73,100,97.73,100,65.55.58.201,美国,NULL, 其它运营商,903.7,883.8,301,44,44
2013-05-18 00:00.,1014,222.50.124.30,NULL,zhcw.com,zhcw.com,NULL,0.6,56.23,56.96,260.07,29114.7,38235.89,39611.98,28.2,36.1,100,100,100,100,0,221.123.177.58,中国,北京, 其它运营商,821.1,797.2,301,50,65
2013-05-18 00:00.,2008,222.50.124.74,NULL,qq937.com,qq937.com,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2009,222.50.124.78,NULL,meituan.com,meituan.com,NULL,0.54,32.47,32.67,303.81,1254.57,1710.77,1710.77,117.18,72.6,100,100,100,100,100,211.151.229.80,中国,北京, 联通,147,143.7,301,9,9
2013-05-18 00:00.,2015,222.50.124.102,NULL,yngxxx.com,yngxxx.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1002,222.50.124.38,NULL,http://www.anquanweb.com/,http://www.anquanweb.com/,NULL,0.39,27.08,30.85,139.87,1248.87,1725.3,1791.96,36.68,60.8,100,100,100,100,100,223.4.24.61,中国,浙江, 移动,45.8,40.2,200,17,17
2013-05-18 00:00.,2017,222.50.124.110,NULL,chsi.com.cn,chsi.com.cn,NULL,0.47,37.57,38.35,243.25,924.47,1319.52,1450.9,28.37,61.2,100,100,100,100,100,211.151.242.180,中国,北京, 联通,26.2,22.5,301,13,13
2013-05-18 00:00.,2003,123.89.176.38,NULL,178.com,178.com,NULL,0.23,45.05,46.14,182.77,14587.94,18760.02,19763.49,71.62,49.7,100,100,100,100,100,123.134.67.166,中国,山东, 联通,1044.8,1607.6,200,50,125
2013-05-18 00:00.,2015,222.50.124.102,NULL,daqi.com,daqi.com,NULL,0.67,35.15,35.64,346.84,377.46,472.45,478.61,370.53,92.8,100,10.96,100,10.96,0,223.202.5.63,中国,北京, 移动,139.9,137.6,200,50,73
2013-05-18 00:00.,2009,222.50.124.78,NULL,soufun.com,soufun.com,广东铁通TOPn网站,0.43,47.55,66.91,305.66,19156.86,24639.08,26396.42,56.82,46,100,99.53,100,99.53,100,202.108.253.57,中国,北京, 联通,1088.6,1226.8,200,50,214
2013-05-18 00:00.,2009,222.50.124.78,NULL,hexun.com,hexun.com,广东铁通TOPn网站,0.24,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,123.150.92.24,中国,天津, 联通,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1011,222.50.124.10,NULL,hexun.com,hexun.com,广东铁通TOPn网站,0.24,46.52,50.42,1087.34,15534.73,19404.75,21534.14,67.16,48.9,100,100,100,100,100,123.150.92.24,中国,天津, 联通,1043.4,1010.4,301,50,109
2013-05-18 00:00.,1014,222.50.124.30,NULL,xiu.com,xiu.com,NULL,0.26,41.68,86.5,686.63,6916.35,8511.36,9077.05,146.93,68,100,100,100,100,100,120.132.144.6,中国,北京, 其它运营商,1016.2,1185.1,301,42,42
2013-05-18 00:00.,1010,222.50.124.6,NULL,p5w.net,p5w.net,NULL,0.25,7.97,9.23,162.91,6045.05,6092.38,6901.97,155.65,72.4,100,96.23,100,96.23,100,210.22.25.206,中国,广东, 联通,940.9,913.3,301,50,106
2013-05-18 00:00.,1002,222.50.124.38,NULL,weather.com.cn,weather.com.cn,广东铁通TOPn网站,0.35,52.39,58.63,218.05,8251.07,11776.18,12927.17,72.41,54.9,100,97.8,100,97.8,100,61.4.185.35,中国,NULL, 其它运营商,597.4,570.6,200,50,91
2013-05-18 00:00.,1006,222.50.124.42,NULL,优酷,www.youku.com,网页类,0.73,33.87,33.02,202.95,4962.54,6973.9,7426.3,206.72,80.1,100,98.85,100,98.85,100,122.72.120.241,中国,中国NDC, 铁通,1025.9,1360.1,200,50,87
2013-05-18 00:00.,2009,222.50.124.78,NULL,meishichina.com,meishichina.com,NULL,0.89,34.45,33.8,224,6491.9,9278.09,10887.35,57.75,58.2,100,42.42,100,42.42,0,42.62.24.210,中国,NULL, 其它运营商,374.9,349,301,50,165
2013-05-18 00:00.,2017,222.50.124.110,NULL,blogchina.com,blogchina.com,NULL,0.38,30.55,50.05,239.49,5407.57,7330.44,7938.86,166.8,77.4,100,93.67,100,93.67,100,218.245.5.140,中国,北京, 其它运营商,902,879.5,200,50,79
2013-05-18 00:00.,2003,123.89.176.38,NULL,abang.com,abang.com,NULL,0.57,37.96,38.26,174.66,12779.88,15528.32,16322.92,80.58,57,100,98.78,100,98.78,100,119.254.67.14,中国,北京, 其它运营商,1029.8,1040.6,301,50,82
2013-05-18 00:00.,2005,222.50.124.62,NULL,scorecardresearch.com,scorecardresearch.com,广东铁通TOPn网站,0.65,265.19,276.53,2827.26,4136.97,6652.03,7409.05,12.18,40.9,100,100,100,100,100,165.193.78.252,美国,NULL, 其它运营商,50.4,36,302,10,10
2013-05-18 00:00.,2004,222.50.124.58,NULL,kaixin001.com,kaixin001.com,NULL,0.48,52.59,54.1,403.68,1917.82,2327.73,2481.84,363.08,87.1,100,100,100,100,100,27.131.222.21,中国,北京, 其它运营商,696.3,690.8,302,16,16
2013-05-18 00:00.,1006,222.50.124.42,NULL,baidu-2img.cn,baidu-2img.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1015,222.50.124.54,NULL,和讯网,www.hexun.com,网页类,0.5,37.48,37.97,380.88,14618,15542.23,17044.7,71.34,50.1,100,100,100,100,100,219.239.236.198,中国,北京, 电信,1042.9,1010.3,200,50,108
2013-05-18 00:00.,1008,222.50.124.46,NULL,china.com.cn,china.com.cn,NULL,0.5,44.59,46.44,1372.72,16113.78,20751.26,21935.8,65.39,48.6,100,100,100,100,100,202.130.245.42,中国,北京, 其它运营商,1053.7,1892.3,302,50,138
2013-05-18 00:00.,1004,222.50.124.22,NULL,qire123.com,qire123.com,广东铁通TOPn网站,0.37,73.86,74.17,556.14,16218.95,22072.3,24366.71,37.27,40.7,100,100,100,100,100,61.183.35.104,中国,湖北, 电信,604.6,578.1,301,50,95
2013-05-18 00:00.,1002,222.50.124.38,NULL,chinaunix.net,chinaunix.net,NULL,1.08,28.96,28.94,394.93,903.71,1111.58,1111.58,159.73,79.9,100,53.85,100,28,0,223.202.33.211,中国,北京, 移动,144.3,141.8,301,13,25
2013-05-18 00:00.,2016,222.50.124.106,NULL,qzoneapp.com,qzoneapp.com,广东铁通TOPn网站,0.52,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,58.251.150.154,中国,广东, 联通,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2012,222.50.124.90,NULL,52pk.net,52pk.net,NULL,0.46,32.19,37.78,221.98,1542.77,2142.21,2142.22,132.37,77.4,100,73.91,100,14.91,0,115.182.53.19,中国,北京, 移动,204.2,197.7,301,23,114
2013-05-18 00:00.,2006,222.50.124.66,NULL,adsame.com,adsame.com,广东铁通TOPn网站,0.26,32.82,35.97,102.11,2434.61,3450.19,3770.13,153.93,75.7,100,96.97,100,96.97,100,118.26.200.34,中国,上海, 铁通,374.8,364.4,200,33,33
2013-05-18 00:00.,1016,222.50.124.130,NULL,91.com,91.com,NULL,0.47,28.88,29.38,124.35,1455.7,1973.39,2087.19,240.01,87.3,100,100,100,100,100,121.207.254.111,中国,福建, 电信,349.4,340.4,301,27,27
2013-05-18 00:00.,2011,222.50.124.86,NULL,fantong.com,fantong.com,NULL,0.43,37.18,38.99,274.03,198.81,349.51,349.51,23.53,63.3,100,80,100,80,0,119.254.7.233,中国,北京, 其它运营商,4.7,3,301,5,5
2013-05-18 00:00.,1016,222.50.124.130,NULL,house365.com,house365.com,NULL,0.5,26.24,62.82,89.56,570.55,837.86,837.86,107.73,73.9,100,100,100,100,100,42.121.107.149,中国,浙江, 移动,61.5,58.4,200,8,8
2013-05-18 00:00.,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,pchome.net,pchome.net,NULL,0.53,46.01,48.38,327.93,7223.17,11257.52,12189.7,146.66,68.6,100,97.66,100,97.66,100,118.67.112.60,中国,北京, 其它运营商,1059.4,1910.8,301,50,128
2013-05-18 00:00.,1003,222.50.124.18,NULL,tom.com,tom.com,NULL,0.28,57.8,59.66,355.01,5432.65,6481.94,6927.08,98.48,64.1,100,100,100,100,100,202.108.12.62,中国,北京, 联通,535,522.8,200,33,33
2013-05-18 00:00.,2012,222.50.124.90,NULL,baofeng.com,baofeng.com,广东铁通TOPn网站,0.81,45.27,49.33,141.4,4164.15,5183.11,5594.99,103.27,66.5,100,100,100,100,100,60.28.110.233,中国,天津, 联通,430,416.5,200,42,42
2013-05-18 00:00.,1011,222.50.124.10,NULL,360.cn,360.cn,NULL,0.26,46.51,47.58,284.56,371.43,456.69,456.69,202,87.9,100,100,100,100,100,125.39.100.74,中国,天津, 联通,75,74.2,200,2,2
2013-05-18 00:00.,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,kuaiwan.com,kuaiwan.com,广东铁通TOPn网站,0.43,33.15,33.47,604.86,7994.32,10476.26,11292.81,91.19,62.4,100,100,100,100,100,122.225.115.167,中国,浙江, 电信,729,700.3,302,50,76
2013-05-18 00:00.,2016,222.50.124.106,NULL,microsoft.com,microsoft.com,NULL,0.24,203.28,205.16,2950.88,14510.21,20290.73,21086.26,62.27,37.7,100,97.73,100,97.73,100,64.4.11.37,美国,NULL, 其它运营商,903.6,883.8,301,44,44
2013-05-18 00:00.,1003,222.50.124.18,NULL,太平洋电脑网,www.pconline.com.cn,网页类,0.47,5.53,6.12,166.09,2309.65,2385.73,2695.82,430.74,89.3,100,100,100,100,100,210.21.118.120,中国,广东, 联通,994.9,974.5,200,50,50
2013-05-18 00:00.,2014,222.50.124.98,NULL,zhibo8.com,zhibo8.com,NULL,0.5,168.33,168.94,337.77,168.94,337.77,337.77,1.86,51.8,100,50,100,50,0,66.212.31.242,美国,NULL, 其它运营商,0.3,0.1,301,2,2
2013-05-18 00:00.,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,jjwxc.net,jjwxc.net,NULL,0.86,29.84,31.4,134.87,572.27,754,780.86,279.33,91.6,100,93.33,100,93.33,100,210.51.33.107,中国,上海, 联通,159.9,154.2,302,15,15
2013-05-18 00:00.,1001,222.50.124.2,NULL,xiu.com,xiu.com,NULL,0.61,0.82,215.32,442.82,5147.95,6478.99,6804.05,197.32,72.3,100,100,100,100,100,120.132.144.6,中国,北京, 其它运营商,1015.8,1184.7,301,42,42
2013-05-18 00:00.,2002,123.89.176.30,NULL,wps.cn,wps.cn,广东铁通TOPn网站,0.54,31.94,32.16,404.8,6205.36,7702.2,8036.62,98.42,64.7,100,100,100,100,100,219.239.93.145,中国,北京, 移动,610.8,600.3,302,29,29
2013-05-18 00:00.,2017,222.50.124.110,NULL,funshion.net,funshion.net,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-05-18 00:00.,2007,222.50.124.70,NULL,766.com,766.com,NULL,0.23,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,100,0,0,0,0,120.33.32.153,中国,福建, 电信,NULL,NULL,NULL,1,1
2013-05-18 00:00.,1005,222.50.124.34,NULL,ngacn.cc,ngacn.cc,NULL,0.41,41.07,41.16,358.81,12560.11,16831.05,17915.59,83.27,57,100,100,100,100,100,123.134.67.166,中国,山东, 联通,1045.9,1851.3,301,50,126
2013-05-18 00:00.,2017,222.50.124.110,NULL,dangdang.com,dangdang.com,NULL,0.53,33.68,33.89,273.65,38703.99,43227.99,44811.04,21.85,36.4,100,100,100,100,0,119.255.240.88,中国,NULL, 其它运营商,845.8,812.5,301,50,88
2013-05-18 00:00.,1005,222.50.124.34,NULL,hjenglish.com,hjenglish.com,NULL,0.43,1.02,113.29,886.77,7920.81,9424.55,9866.57,128.18,67.1,100,95.45,100,95.45,100,180.235.66.168,中国,上海, 其它运营商,1015.3,1002.2,301,44,44
