结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,解析时间,连接时间,首字节时间,首屏打开时间,下载时间,页面加载时间,总时间,吞吐率,综合质量,解析成功率,连接成功率,首页加载成功率,加载比例,成功率,结果 IP 地址,结果国家名称,结果省名称,结果归属地,下载大小,内容大小,返回码,附加项,元素数量
2013-03-01 21:00:16.838921,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,360.cn,360.cn,广东铁通TOPn网站,0.26,43.37,48.60,93.49,795.19,1188.13,1188.13,63.83,67.1,100.00,100.00,100.00,100.00,100.00,125.39.100.74,中国,天津, 联通,50.8,48.5,200,6,6
2013-03-01 21:00:20.276607,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,allyes.com,allyes.com,广东铁通TOPn网站,0.24,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,116.246.18.251,中国,上海, 电信,NULL,NULL,NULL,1,1
2013-03-01 21:00:21.388081,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,baidu.com,baidu.com,广东铁通TOPn网站,0.25,45.02,47.90,93.17,275.43,510.75,510.75,102.12,74.6,100.00,100.00,100.00,100.00,100.00,220.181.111.85,中国,北京, 其它运营商,28.1,25.5,200,7,7
2013-03-01 21:00:22.202544,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,4399.com,4399.com,广东铁通TOPn网站,0.49,31.26,31.26,451.35,13160.55,17899.68,19299.85,50.98,51.2,100.00,100.00,100.00,100.00,100.00,115.182.52.231,中国,北京, 移动,670.9,612.5,301,50,160
2013-03-01 21:00:23.009775,广东铁通4-qylt01(xhht)联通出口,222.50.124.102,NULL,yoyi.com.cn,yoyi.com.cn,广东铁通TOPn网站,0.46,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,116.213.196.90,中国,北京, 其它运营商,NULL,NULL,NULL,1,1
2013-03-01 21:00:23.407688,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,duowan.com,duowan.com,广东铁通TOPn网站,0.51,1.16,43.70,687.77,9414.78,10818.92,12623.69,61.73,55.4,100.00,100.00,100.00,100.00,100.00,120.132.133.62,中国,北京, 其它运营商,581.2,555.9,302,50,64
2013-03-01 21:00:26.202831,广东铁通6-hazdx01(zdxd)电信出口,222.50.124.46,NULL,gexing.com,gexing.com,广东铁通TOPn网站,0.46,27.93,28.77,57.16,28.77,57.16,57.16,12.70,64.3,100.00,50.00,100.00,50.00,0.00,122.225.115.212,中国,浙江, 电信,0.4,0.2,301,2,2
2013-03-01 21:00:30.208258,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,91.com,91.com,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,121.207.254.112,中国,福建, 电信,NULL,NULL,NULL,1,1
2013-03-01 21:00:30.617979,广东铁通6-hazdx01(zdxd)电信出口,222.50.124.46,NULL,91.com,91.com,广东铁通TOPn网站,0.24,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,121.207.254.112,中国,福建, 电信,NULL,NULL,NULL,1,1
2013-03-01 21:00:31.331141,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,pconline.com.cn,pconline.com.cn,广东铁通TOPn网站,0.22,17.25,17.36,93.97,1463.63,1325.37,1794.38,483.85,90.6,100.00,100.00,100.00,100.00,100.00,219.136.245.40,中国,广东, 电信,708.2,684.1,301,50,56
2013-03-01 21:00:31.744136,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,uusee.com,uusee.com,广东铁通TOPn网站,0.25,49.88,47.56,255.81,29125.12,47715.10,48928.20,36.04,36.6,99.12,99.12,100.00,99.12,0.00,221.238.29.196,中国,天津, 电信,1049.7,2260.1,301,50,113
2013-03-01 21:00:31.925786,广东铁通4-zhdx(hyhr)电信出口,222.50.124.14,NULL,allyes.com,allyes.com,广东铁通TOPn网站,0.43,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,116.246.18.251,中国,上海, 电信,NULL,NULL,NULL,1,1
2013-03-01 21:00:32.124476,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,ip138.com,ip138.com,广东铁通TOPn网站,0.18,32.15,33.07,98.48,229.39,356.23,356.23,105.98,75.5,100.00,100.00,100.00,100.00,100.00,122.70.142.161,中国,北京, 铁通,24.3,23.5,200,3,3
2013-03-01 21:00:32.278014,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,9160.com,9160.com,广东铁通TOPn网站,0.50,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,115.236.185.6,中国,浙江, 电信,NULL,NULL,NULL,1,1
2013-03-01 21:00:33.532764,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,网易,www.163.com,网页类,0.25,77.86,78.34,618.17,22075.95,26482.37,29858.34,25.08,34.8,100.00,89.16,100.00,89.16,0.00,223.87.1.58,中国,四川, 移动,553.7,527.0,200,50,83
2013-03-01 21:00:33.646575,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,sohu.com,sohu.com,广东铁通TOPn网站,0.43,58.01,58.75,408.46,13203.22,23871.78,24525.44,29.74,43.8,100.00,100.00,100.00,100.00,100.00,61.135.181.175,中国,北京, 联通,392.6,370.1,302,50,67
2013-03-01 21:00:33.756196,广东铁通6-hazdx01(zdxd)电信出口,222.50.124.46,NULL,苹果官网,www.apple.com,网页类,0.27,184.51,184.84,369.62,5238.22,7111.52,7495.76,99.68,53.9,100.00,100.00,100.00,100.00,100.00,184.31.237.15,美国,NULL, 其它运营商,522.2,508.3,200,32,32
2013-03-01 21:00:36.164678,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,people.com.cn,people.com.cn,广东铁通TOPn网站,0.25,63.91,84.86,1695.31,31758.70,36344.92,36344.93,12.60,34.3,100.00,91.43,100.00,28.07,0.00,125.39.39.120,中国,天津, 联通,400.1,390.6,200,35,114
2013-03-01 21:00:36.165195,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,lxdns.com,lxdns.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-03-01 21:00:37.052343,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,70e.com,70e.com,广东铁通TOPn网站,0.25,117.00,117.23,234.48,117.23,234.48,234.48,1.93,55.2,100.00,50.00,100.00,50.00,0.00,54.248.34.220,美国,NULL, 其它运营商,0.2,NULL,301,2,2
2013-03-01 21:00:37.078524,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,kankan.com,kankan.com,广东铁通TOPn网站,0.51,20.11,21.80,415.70,6941.54,11905.65,14120.01,85.31,64.3,100.00,100.00,100.00,100.00,100.00,58.251.57.175,中国,广东, 联通,592.2,574.8,302,50,58
2013-03-01 21:00:37.901902,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,pconline.com.cn,pconline.com.cn,广东铁通TOPn网站,0.39,13.63,15.00,189.82,16360.80,16376.23,16591.25,62.55,50.3,100.00,100.00,100.00,100.00,100.00,219.136.245.40,中国,广东, 电信,1023.4,1069.4,301,50,56
2013-03-01 21:00:37.937785,广东铁通5-qylt02(xhht)联通出口,222.50.124.106,NULL,优酷,www.youku.com,网页类,0.41,32.57,33.57,201.81,5745.35,7450.65,8183.74,166.60,77.3,100.00,100.00,100.00,100.00,100.00,122.72.120.241,中国,中国NDC, 铁通,957.2,933.9,200,50,80
2013-03-01 21:00:38.167461,广东铁通4-gzdx02(gzhy)电信出口,222.50.124.38,NULL,sogou.com,sogou.com,广东铁通TOPn网站,0.26,44.50,43.73,220.02,415.84,609.46,609.46,104.42,74.3,100.00,100.00,100.00,100.00,100.00,220.181.124.201,中国,北京, 电信,43.4,40.1,301,5,5
2013-03-01 21:00:38.942784,广东铁通4-zhdx(hyhr)电信出口,222.50.124.14,NULL,idreamsky.com,idreamsky.com,广东铁通TOPn网站,0.26,108.85,182.95,617.13,6753.50,16598.33,17153.97,150.55,59.4,100.00,100.00,100.00,100.00,100.00,124.172.236.21,中国,广东, 铁通,1016.7,4123.2,200,50,77
2013-03-01 21:00:40.965554,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,广州网,www.020.com,网页类,0.37,3.77,159.27,183.44,9146.97,9245.26,9527.39,111.69,57.4,100.00,100.00,100.00,100.00,100.00,120.31.61.171,中国,广东, 铁通,1021.7,1530.5,200,50,71
2013-03-01 21:00:44.660138,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,工商银行,www.icbc.com.cn,网页类,0.26,147.28,147.82,296.11,292.55,512.48,512.48,16.47,52.4,100.00,100.00,100.00,100.00,100.00,113.31.42.29,中国,北京, 其它运营商,4.8,3.9,200,2,2
2013-03-01 21:00:46.180239,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,126.com,126.com,广东铁通TOPn网站,0.24,36.77,36.67,148.19,2545.20,3637.26,3637.26,19.49,57.3,100.00,100.00,100.00,100.00,100.00,123.125.50.22,中国,北京, 联通,49.6,42.5,200,9,9
2013-03-01 21:00:47.404577,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,3g.cn,3g.cn,广东铁通TOPn网站,0.77,3.88,5.87,80.35,3145.37,4286.73,4351.65,46.09,64.3,100.00,100.00,100.00,100.00,100.00,183.232.11.166,中国,广东, 移动,145.0,134.6,302,38,38
2013-03-01 21:00:47.405338,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,uusee.com,uusee.com,广东铁通TOPn网站,0.21,51.34,51.50,3602.12,14118.50,27576.09,27576.10,72.86,49.6,100.00,93.75,100.00,54.05,0.00,221.238.29.196,中国,天津, 电信,1028.7,1462.2,301,50,111
2013-03-01 21:00:48.812447,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,QQ空间,www.qzone.qq.com,网页类,0.43,6.45,14.09,23.51,171.99,278.66,278.66,152.33,83.1,100.00,100.00,100.00,100.00,100.00,112.90.140.193,中国,广东, 联通,26.2,24.8,302,6,6
2013-03-01 21:00:49.588745,广东铁通2-gzlt01（hxpt）联通出口,222.50.124.114,NULL,51yes.com,51yes.com,广东铁通TOPn网站,0.59,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,119.147.114.19,中国,广东, 电信,NULL,NULL,NULL,1,1
2013-03-01 21:00:49.775605,广东铁通5-qylt02(xhht)联通出口,222.50.124.106,NULL,baidu-1img.cn,baidu-1img.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-03-01 21:00:49.781720,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,环球网,www.huanqiu.com,网页类,0.26,51.41,51.90,258.07,13559.65,18509.22,22460.17,22.87,43.9,100.00,100.00,100.00,100.00,100.00,125.39.187.20,中国,天津, 联通,310.1,296.2,200,36,36
2013-03-01 21:00:50.102341,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,2345.com,2345.com,广东铁通TOPn网站,0.52,33.76,40.24,176.71,3941.05,7272.33,7370.08,29.38,55.5,100.00,100.00,100.00,100.00,100.00,211.151.66.100,中国,北京, 联通,115.8,111.4,200,13,13
2013-03-01 21:00:50.335078,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,kuaipan.cn,kuaipan.cn,广东铁通TOPn网站,0.24,49.66,50.10,213.64,888.60,1341.53,1341.53,109.84,72.6,100.00,100.00,100.00,100.00,100.00,114.112.66.22,中国,江苏, 移动,97.6,94.7,301,9,9
2013-03-01 21:00:50.335386,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,小说阅读网,www.readnovel.com,网页类,0.56,102.74,102.25,410.42,5301.40,6473.15,6887.93,59.07,53.1,100.00,96.43,100.00,96.43,100.00,60.210.23.74,中国,山东, 联通,313.2,304.1,200,28,28
2013-03-01 21:00:54.830843,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,paipai.com,paipai.com,广东铁通TOPn网站,0.22,23.98,24.17,154.41,522.88,734.21,768.84,341.07,93.0,100.00,100.00,100.00,100.00,100.00,58.251.150.244,中国,广东, 联通,178.3,174.2,301,15,15
2013-03-01 21:00:56.403489,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,ifeng.com,ifeng.com,广东铁通TOPn网站,0.23,130.98,147.09,935.39,12215.55,16434.20,27421.61,48.15,41.4,100.00,97.30,100.00,95.95,100.00,123.125.72.60,中国,北京, 联通,588.2,563.0,200,50,74
2013-03-01 21:00:58.349619,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,155.com,155.com,广东铁通TOPn网站,0.47,40.85,50.48,215.53,2635.55,2964.61,3734.63,88.18,68.6,100.00,100.00,100.00,100.00,100.00,119.188.11.3,中国,山东, 联通,232.4,226.8,200,20,20
2013-03-01 21:00:58.402594,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,baofeng.com,baofeng.com,广东铁通TOPn网站,0.49,51.15,52.14,258.68,8307.37,18910.29,19799.96,45.93,54.9,100.00,100.00,100.00,100.00,100.00,221.238.27.169,中国,天津, 电信,381.5,370.3,200,36,36
2013-03-01 21:01:00.195392,广东铁通2-huzlt02(bjdx)联通出口,222.50.124.94,NULL,adsame.com,adsame.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-03-01 21:01:02.928922,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,acs86.com,acs86.com,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,117.79.81.134,中国,北京, 其它运营商,NULL,0.2,403,1,1
2013-03-01 21:01:03.205123,广东铁通3-huzlt03(bjdx)联通出口,222.50.124.98,NULL,autohome.com.cn,autohome.com.cn,广东铁通TOPn网站,0.39,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,219.148.35.250,中国,河北, 电信,NULL,NULL,NULL,1,1
2013-03-01 21:01:05.041686,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,idreamsky.com,idreamsky.com,广东铁通TOPn网站,0.25,3.10,69.98,79.22,8578.09,8702.26,8807.92,118.56,61.7,100.00,100.00,100.00,100.00,100.00,124.172.236.21,中国,广东, 铁通,1017.0,4123.4,200,50,77
2013-03-01 21:01:08.243977,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,baofeng.net,baofeng.net,广东铁通TOPn网站,0.43,47.84,48.20,471.65,14198.73,17700.78,20267.81,26.16,43.7,100.00,100.00,100.00,100.00,100.00,221.238.27.169,中国,天津, 电信,371.4,358.2,301,37,37
2013-03-01 21:01:08.426324,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,admaster.com.cn,admaster.com.cn,广东铁通TOPn网站,0.26,1.14,116.17,527.35,18715.40,16613.58,18782.33,50.37,46.2,100.00,100.00,100.00,100.00,100.00,58.215.168.155,中国,江苏, 电信,942.7,931.8,301,42,42
2013-03-01 21:01:09.334498,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,moonbasa.com,moonbasa.com,广东铁通TOPn网站,0.44,50.17,56.35,460.39,2460.64,2994.43,3154.51,42.28,62.3,100.00,100.00,100.00,100.00,100.00,113.108.220.136,中国,广东, 电信,104.0,99.8,301,11,11
2013-03-01 21:01:09.577589,广东铁通4-gzdx02(gzhy)电信出口,222.50.124.38,NULL,pptv.com,pptv.com,广东铁通TOPn网站,0.45,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,180.153.106.101,中国,上海, 电信,NULL,NULL,NULL,1,1
2013-03-01 21:01:10.254267,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,qq邮箱,www.mail.qq.com,网页类,0.49,6.52,17.99,25.00,17.99,25.00,25.00,32.41,65.5,100.00,100.00,100.00,100.00,100.00,120.196.210.104,中国,广东, 移动,0.6,0.2,200,1,1
2013-03-01 21:01:10.314804,广东铁通2-huzlt02(bjdx)联通出口,222.50.124.94,NULL,cehuan.com,cehuan.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-03-01 21:01:10.854511,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,qplus.com,qplus.com,广东铁通TOPn网站,0.48,114.84,116.45,278.96,767.64,1037.79,1259.81,73.11,59.7,100.00,100.00,100.00,100.00,100.00,112.95.243.220,中国,广东, 联通,56.1,53.5,302,10,10
2013-03-01 21:01:11.391510,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,scorecardresearch.com,scorecardresearch.com,广东铁通TOPn网站,0.56,272.69,292.30,2822.97,4347.58,10427.21,11358.70,10.92,40.5,100.00,100.00,100.00,100.00,100.00,165.193.78.252,美国,NULL, 其它运营商,47.5,36.0,302,10,10
2013-03-01 21:01:12.411248,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,tom.com,tom.com,广东铁通TOPn网站,0.26,1.18,157.75,469.50,28138.99,33357.81,34581.97,37.43,34.2,100.00,98.58,100.00,98.58,0.00,202.108.12.62,中国,北京, 联通,1053.2,1237.1,200,50,141
2013-03-01 21:01:13.074796,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,youku.com,youku.com,广东铁通TOPn网站,0.45,2.58,2.53,181.91,5846.91,7662.57,8350.88,163.73,78.9,100.00,100.00,100.00,100.00,100.00,121.9.204.234,中国,广东, 电信,957.3,933.9,302,50,81
2013-03-01 21:01:15.752084,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,广州妈妈网,www.gzmama.com,网页类,0.25,18.39,21.76,96.43,11291.15,14282.10,14970.38,91.46,59.2,100.00,100.00,100.00,100.00,100.00,58.248.62.22,中国,广东, 联通,1032.6,1661.1,200,50,96
2013-03-01 21:01:15.893584,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,adsxin.com,adsxin.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-03-01 21:01:16.264208,广东铁通2-gzlt01（hxpt）联通出口,222.50.124.114,NULL,uusee.com,uusee.com,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,221.238.29.196,中国,天津, 电信,NULL,NULL,NULL,1,1
2013-03-01 21:01:16.302719,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,小说阅读网,www.readnovel.com,网页类,0.59,63.50,3065.76,3329.34,12160.14,22524.88,22718.80,25.70,31.5,100.00,96.30,100.00,96.30,100.00,60.210.23.65,中国,山东, 联通,312.5,303.6,200,27,27
2013-03-01 21:01:16.383947,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,adwo.com,adwo.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-03-01 21:01:16.817709,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,kuai8.com,kuai8.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-03-01 21:01:19.998940,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,51.la,51.la,广东铁通TOPn网站,0.21,27.52,3027.95,3216.18,5001.76,8881.03,9265.72,26.74,40.0,100.00,100.00,100.00,100.00,100.00,117.21.226.199,中国,江西, 电信,133.8,127.7,302,26,26
2013-03-01 21:01:20.246243,广东铁通2-huzlt02(bjdx)联通出口,222.50.124.94,NULL,qiyi.com,qiyi.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-03-01 21:01:20.712072,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,37wan.com,37wan.com,广东铁通TOPn网站,0.26,25.93,25.01,141.54,11462.27,14944.31,15463.22,58.05,52.7,100.00,100.00,100.00,100.00,100.00,219.129.216.157,中国,广东, 电信,665.4,645.1,301,50,73
2013-03-01 21:01:21.067694,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,hao123.com,hao123.com,广东铁通TOPn网站,0.26,69.71,69.78,348.82,3126.93,3200.78,3683.64,116.51,66.7,100.00,100.00,100.00,100.00,100.00,180.149.132.19,中国,北京, 电信,364.3,360.7,302,11,11
2013-03-01 21:01:22.324051,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,163.com,163.com,广东铁通TOPn网站,0.50,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,123.58.180.8,中国,浙江, 移动,NULL,NULL,NULL,1,1
2013-03-01 21:01:22.531859,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,sogou.com,sogou.com,广东铁通TOPn网站,0.54,47.36,47.16,225.99,372.82,580.79,580.79,116.46,74.3,100.00,100.00,100.00,100.00,100.00,220.181.124.201,中国,北京, 电信,43.4,40.1,301,5,5
2013-03-01 21:01:23.052299,广东铁通3-huzlt03(bjdx)联通出口,222.50.124.98,NULL,cbsi.com.cn,cbsi.com.cn,广东铁通TOPn网站,0.40,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,118.67.124.252,中国,北京, 其它运营商,NULL,NULL,NULL,1,1
